activity_id,transaction_type_code,currency,total_amount,first_date,last_date
XI-BRIDGE-6385676864-5516,2,USD,3637748,2016-10-20,2016-10-20
XI-BRIDGE-6385676864-5215,3,USD,5555556,2017-02-06,2019-09-18
XI-BRIDGE-6385676864-5215,2,USD,5555556,2013-01-29,2013-01-29
XI-BRIDGE-6385676864-9089,3,USD,5803233,2020-02-13,2024-05-30
XI-BRIDGE-6385676864-9089,2,USD,3274658,2017-12-03,2017-12-03
XI-BRIDGE-6385676864-5660,3,USD,14535961,2018-03-05,2023-07-27
XI-BRIDGE-6385676864-5660,2,USD,8338000,2015-12-16,2015-12-16
XI-BRIDGE-6385676864-5755,3,USD,10963706,2020-02-13,2024-09-10
XI-BRIDGE-6385676864-5755,2,USD,6208848,2016-01-11,2016-01-11
XI-BRIDGE-6385676864-4772,3,USD,16896934,2015-10-14,2020-09-05
XI-BRIDGE-6385676864-4772,2,USD,8787819,2013-11-13,2013-11-13
XI-BRIDGE-6385676864-4800,3,USD,6429203,2018-03-05,2023-09-01
XI-BRIDGE-6385676864-4800,2,USD,3573333,2015-01-14,2015-01-14
XI-BRIDGE-6385676864-4332,3,USD,11358726,2014-12-11,2020-02-13
XI-BRIDGE-6385676864-4332,2,USD,5680000,2012-02-12,2012-02-12
XI-BRIDGE-6385676864-4677,3,USD,12171221,2018-03-05,2022-03-24
XI-BRIDGE-6385676864-4677,2,USD,7339450,2014-09-30,2014-09-30
XI-BRIDGE-6385676864-4905,3,USD,6016350,2019-02-06,2023-09-07
XI-BRIDGE-6385676864-4905,2,USD,4718182,2015-08-24,2015-08-24
44000-P126782,2,USD,98260533,2013-01-31,2023-06-30
44000-P126782,3,USD,98463719,2013-07-31,2023-05-31
44000-P126782,5,USD,-25850264,2013-07-31,2025-05-31
44000-P126782,6,USD,-7269498,2023-05-31,2025-05-31
44000-P117947,2,USD,158997966,2011-07-31,2021-12-31
44000-P117947,3,USD,158997965,2013-12-31,2021-11-30
44000-P117947,5,USD,-36067850,2013-12-31,2025-08-31
44000-P147342,2,USD,7618470,2017-01-31,2022-11-30
44000-P147342,3,USD,7618469,2017-10-31,2022-11-30
44000-P147342,5,USD,-867239,2017-07-31,2022-11-30
44000-P147342,6,USD,-7618469,2022-05-31,2022-11-30
44000-P104960,2,USD,9605577,2008-09-30,2015-04-30
44000-P104960,3,USD,9605578,2009-03-31,2015-01-31
44000-P104960,5,USD,-1301520,2009-03-31,2025-03-31
44000-P104960,6,USD,-9125301,2016-03-31,2025-03-31
XI-BRIDGE-6385676864-5660,3,USD,14535961,2018-03-05,2023-07-27
XI-BRIDGE-6385676864-5660,2,USD,8338000,2015-12-16,2015-12-16
XI-BRIDGE-6385676864-5123,3,USD,10200325,2019-09-05,2022-07-21
XI-BRIDGE-6385676864-5123,2,USD,6183031,2015-04-05,2015-04-05
XI-BRIDGE-6385676864-5516,3,USD,7255105,2020-02-13,2023-09-01
XI-BRIDGE-6385676864-5516,2,USD,3637748,2016-10-20,2016-10-20
XI-BRIDGE-6385676864-5215,3,USD,5555556,2017-02-06,2019-09-18
XI-BRIDGE-6385676864-5215,2,USD,5555556,2013-01-29,2013-01-29
XI-BRIDGE-6385676864-9089,3,USD,5803233,2020-02-13,2024-05-30
XI-BRIDGE-6385676864-9089,2,USD,3274658,2017-12-03,2017-12-03
XI-BRIDGE-6385676864-5755,3,USD,10963706,2020-02-13,2024-09-10
XI-BRIDGE-6385676864-5755,2,USD,6208848,2016-01-11,2016-01-11
XI-BRIDGE-6385676864-4772,3,USD,16896934,2015-10-14,2020-09-05
XI-BRIDGE-6385676864-4772,2,USD,8787819,2013-11-13,2013-11-13
XI-BRIDGE-6385676864-4732,3,USD,15742101,2015-10-14,2025-01-27
XI-BRIDGE-6385676864-4732,2,USD,10860000,2014-01-28,2014-01-28
XI-BRIDGE-6385676864-5547,3,USD,9035199,2018-06-30,2024-10-29
XI-BRIDGE-6385676864-5547,2,USD,4533333,2016-03-09,2016-03-09
XI-BRIDGE-6385676864-4761,3,USD,10901170,2017-02-06,2022-01-28
XI-BRIDGE-6385676864-4761,2,USD,5454545,2014-02-24,2014-02-24
XI-BRIDGE-6385676864-4800,3,USD,6429203,2018-03-05,2023-09-01
XI-BRIDGE-6385676864-4800,2,USD,3573333,2015-01-14,2015-01-14
XI-BRIDGE-6385676864-4677,3,USD,12171221,2018-03-05,2022-03-24
XI-BRIDGE-6385676864-4677,2,USD,7339450,2014-09-30,2014-09-30
XI-BRIDGE-6385676864-4905,3,USD,6016350,2019-02-06,2023-09-07
XI-BRIDGE-6385676864-4905,2,USD,4718182,2015-08-24,2015-08-24
XI-BRIDGE-6385676864-4332,3,USD,11358726,2014-12-11,2020-02-13
XI-BRIDGE-6385676864-4332,2,USD,5680000,2012-02-12,2012-02-12
XI-BRIDGE-6385676864-5578,3,USD,4665177,2018-06-30,2023-12-19
XI-BRIDGE-6385676864-5578,2,USD,2344954,2016-09-19,2016-09-19
XI-BRIDGE-6385676864-5272,3,USD,6912410,2019-02-20,2024-04-24
XI-BRIDGE-6385676864-5272,2,USD,3583800,2016-07-11,2016-07-11
44000-P155947,2,USD,40000000,2016-03-31,2019-06-30
44000-P155947,3,USD,35431317,2017-05-31,2025-06-30
44000-P155947,5,USD,-1150890,2017-10-31,2025-04-30
44000-P155947,6,USD,-1068977,2022-04-30,2025-04-30
44000-P117947,2,USD,158997966,2011-07-31,2021-12-31
44000-P117947,3,USD,158997965,2013-12-31,2021-11-30
44000-P117947,5,USD,-36067850,2013-12-31,2025-08-31
44000-P126782,2,USD,98260533,2013-01-31,2023-06-30
44000-P126782,3,USD,98463719,2013-07-31,2023-05-31
44000-P126782,5,USD,-25850264,2013-07-31,2025-05-31
44000-P126782,6,USD,-7269498,2023-05-31,2025-05-31
44000-P172548,2,USD,200000000,2020-09-30,2020-09-30
44000-P172548,3,USD,35576435,2021-06-30,2025-08-31
44000-P172548,5,USD,-5756788,2021-06-30,2025-04-30
44000-P176114,2,USD,177000000,2021-06-30,2021-06-30
44000-P176114,3,USD,13434884,2022-06-30,2025-07-31
44000-P176114,5,USD,-2690217,2022-06-30,2025-08-31
44000-P105872,2,USD,99093796,2010-07-31,2017-06-30
44000-P105872,3,USD,99093798,2010-10-31,2017-05-31
44000-P105872,5,USD,-25770017,2010-10-31,2025-04-30
44000-P105872,6,USD,-32998230,2020-10-31,2025-04-30
CA-3-S065682001,2,CAD,240434.32,2011-12-20,2011-12-20
CA-3-S064837001,2,CAD,360000.00,2010-05-07,2010-05-07
CA-3-S064837001,3,CAD,360000.00,2010-06-07,2013-07-10
44000-P095965,2,USD,448122497,2008-10-31,2020-08-31
44000-P095965,3,USD,422527623,2009-07-31,2020-05-31
44000-P095965,5,USD,-28133859,2010-02-28,2025-08-31
44000-P095965,6,USD,-52441873,2019-02-28,2025-08-31
44000-P118916,2,USD,4114072,2012-09-30,2019-05-31
44000-P118916,3,USD,4114072,2014-10-31,2019-03-31
44000-P118916,5,USD,-1173946,2013-07-31,2025-03-31
44000-P118916,6,USD,-91979,2024-09-30,2025-03-31
44000-P120211,2,USD,195141765,2010-12-31,2019-10-31
44000-P120211,3,USD,195141767,2011-07-31,2019-07-31
44000-P120211,5,USD,-43510527,2011-07-31,2025-03-31
44000-P120211,6,USD,-74026825,2018-03-31,2025-03-31
44000-P165388,2,USD,200000000,2018-05-31,2018-05-31
44000-P165388,3,USD,143670492,2019-06-30,2025-06-30
44000-P165388,5,USD,-9674307,2020-01-31,2025-07-31
44000-P165388,6,USD,-15174196,2023-07-31,2025-07-31
44000-P096925,2,USD,99946415,2008-03-31,2015-11-30
44000-P096925,3,USD,99946416,2008-09-30,2015-11-30
44000-P096925,5,USD,-20878724,2008-09-30,2025-05-31
44000-P096925,6,USD,-45485614,2016-05-31,2025-05-31
44000-P126193,2,USD,2243546,2011-06-30,2017-05-31
44000-P126193,3,USD,2042547,2012-11-30,2017-03-31
44000-P126193,5,USD,-143559,2013-05-31,2025-05-31
44000-P126193,6,USD,-747165,2021-11-30,2025-05-31
44000-P121210,2,USD,34884351,2011-04-30,2018-04-30
44000-P121210,3,USD,31688404,2012-01-31,2017-11-30
44000-P121210,5,USD,-2039012,2012-09-30,2025-03-31
44000-P121210,6,USD,-2150286,2021-09-30,2025-03-31
44000-P063913,2,USD,106582761,2003-06-30,2014-06-30
44000-P063913,3,USD,150766526,2004-07-31,2014-01-31
44000-P063913,5,USD,-48832346,2004-07-31,2025-08-31
44000-P063913,6,USD,-138200792,2008-12-31,2025-08-31
44000-P078091,2,USD,38785398,2007-07-31,2015-05-31
44000-P078091,3,USD,39391150,2008-05-31,2015-05-31
44000-P078091,5,USD,-3293762,2008-12-31,2025-06-30
44000-P078091,6,USD,-5613676,2017-12-31,2025-06-30
GB-GOV-7-NPE,3,GBP,9099279,2023-02-01,2025-07-31
GB-GOV-7-NPE,2,GBP,7049990,2023-02-01,2025-03-03
CA-3-S065792001,2,CAD,3017537.00,2013-01-14,2013-01-14
CA-3-S065792001,3,CAD,3017537.00,2013-02-06,2013-02-06
GB-CHC-285776-DRC429,1,GBP,418030.3700,2016-06-30,2018-05-16
GB-CHC-285776-DRC429,3,GBP,418030.3700,2016-07-04,2018-05-23
GB-CHC-285776-DRC432,1,GBP,284282.6100,2016-06-30,2018-05-16
GB-CHC-285776-DRC432,3,GBP,284282.6100,2016-07-14,2018-06-04
XM-DAC-46004-54014-001-LN4379,2,USD,33000000.00,2023-09-30,2023-09-30
XM-DAC-46004-54014-001-LN4379,3,USD,1394885.77,2023-11-30,2025-08-31
XM-DAC-46004-54014-001-LN4379,5,USD,81162.01,2024-04-30,2025-08-31
CA-3-P013566001,2,CAD,4750000.00,2024-09-04,2024-09-04
CA-3-P013566001,3,CAD,2555057.00,2024-10-21,2024-10-21
XI-BRIDGE-6385676864-9600,3,USD,8910800,2020-11-13,2024-08-27
XI-BRIDGE-6385676864-9600,2,USD,14317909,2020-02-13,2020-02-13
CA-3-A034722001,2,CAD,19701754.64,2010-10-12,2010-10-12
CA-3-A034722001,3,CAD,18863869.42,2011-03-28,2020-10-23
CA-3-S065712001,2,CAD,212181.00,2013-03-06,2013-03-06
CA-3-S065712001,3,CAD,212181.00,2013-03-19,2014-03-19
CA-3-S064903001,2,CAD,344762.00,2010-03-25,2010-03-25
CA-3-S064903001,3,CAD,344762.00,2010-03-30,2014-01-22
CA-3-D001636001,2,CAD,14000000.00,2015-03-31,2015-03-31
CA-3-D001636001,3,CAD,14000000.00,2015-03-31,2019-02-19
CA-3-A034601001,2,CAD,20000000.00,2010-12-07,2010-12-07
CA-3-A034601001,3,CAD,20000000.00,2010-12-30,2010-12-30
CA-3-A035184001,2,CAD,6540000.00,2010-08-18,2010-08-18
CA-3-A035184001,3,CAD,6540000.00,2011-03-23,2011-03-23
CA-3-A035219001,2,CAD,6000000.00,2011-03-11,2011-03-11
CA-3-A035219001,3,CAD,6000000.00,2011-03-28,2011-03-28
CA-3-A031053003,2,CAD,839394.00,2010-10-04,2010-10-04
44000-P131775,2,USD,70000000,2014-06-30,2014-06-30
44000-P131775,3,USD,66054828,2014-12-31,2014-12-31
44000-P131775,5,USD,-11964086,2015-05-31,2025-05-31
44000-P131775,6,USD,-20142150,2019-11-30,2025-05-31
XM-DAC-41122-Burundi-0610/A0/10/114/003,4,USD,779569,2024-12-31,2025-08-31
XM-DAC-41122-Burundi-0610/A0/10/114/003,3,USD,235766.87,2024-12-31,2025-08-31
XM-DAC-41122-Burundi-0610/A0/10/114/003,11,USD,1631988,2024-12-31,2025-08-31
XM-DAC-41122-Burundi-0610/A0/10/114/003,1,USD,1631988,2024-12-31,2025-08-31
44000-P156125,2,USD,95497719,2018-06-30,2025-05-31
44000-P156125,3,USD,95497719,2018-11-30,2025-05-31
44000-P156125,5,USD,-15868183,2018-09-30,2025-07-31
44000-P156125,6,USD,-13462469,2025-01-31,2025-07-31
CA-3-D002411001,2,CAD,19758947.98,2016-04-05,2016-04-05
CA-3-D002411001,3,CAD,19699925.00,2016-04-14,2022-03-31
CA-3-D000460001,2,CAD,10000000.01,2014-03-28,2014-03-28
CA-3-D000460001,3,CAD,10000000.00,2014-03-28,2014-03-28
CA-3-D000284001,2,CAD,11996658.14,2016-12-27,2016-12-27
CA-3-D000770001,2,CAD,15560008.64,2015-03-31,2015-03-31
CA-3-D000770001,3,CAD,15506000.00,2015-03-31,2021-03-31
CA-3-A034599001,2,CAD,17735622.01,2010-03-25,2010-03-25
CA-3-A034599001,3,CAD,17735622.00,2010-03-26,2016-01-22
44000-P124085,2,USD,9999889,2012-05-31,2018-11-30
44000-P124085,3,USD,9230754,2013-05-31,2018-09-30
44000-P124085,5,USD,-1399395,2013-10-31,2025-04-30
44000-P124085,6,USD,-2351674,2017-11-30,2025-04-30
44000-P079633,2,USD,43254395,2004-07-31,2013-09-30
44000-P079633,3,USD,45857804,2005-05-31,2013-08-31
44000-P079633,5,USD,-5142396,2005-10-31,2025-04-30
44000-P079633,6,USD,-9492850,2014-10-31,2025-04-30
44000-P165388,2,USD,200000000,2018-05-31,2018-05-31
44000-P165388,3,USD,143670492,2019-06-30,2025-06-30
44000-P165388,5,USD,-9674307,2020-01-31,2025-07-31
44000-P165388,6,USD,-15174196,2023-07-31,2025-07-31
CA-3-P013566001,2,CAD,4750000.00,2024-09-04,2024-09-04
CA-3-P013566001,3,CAD,2555057.00,2024-10-21,2024-10-21
44000-P081348,2,USD,144360334,2006-06-30,2013-11-30
44000-P081348,3,USD,144360335,2006-12-31,2013-11-30
44000-P081348,5,USD,-23006168,2006-12-31,2025-07-31
44000-P081348,6,USD,-130957035,2012-01-31,2025-07-31
44000-P063913,2,USD,106582761,2003-06-30,2014-06-30
44000-P063913,3,USD,150766526,2004-07-31,2014-01-31
44000-P063913,5,USD,-48832346,2004-07-31,2025-08-31
44000-P063913,6,USD,-138200792,2008-12-31,2025-08-31
GB-CHC-328158-CVA21,1,GBP,966330,2021-08-10,2022-10-18
GB-CHC-328158-CVA21,4,GBP,73,2021-12-30,2021-12-30
XI-IATI-EC_INTPA-2023-ACT-61875,2,EUR,40500000,2023-08-03,2024-03-18
XI-BRIDGE-6385676864-9600,3,USD,8910800,2020-11-13,2024-08-27
XI-BRIDGE-6385676864-9600,2,USD,14317909,2020-02-13,2020-02-13
44000-P100047,2,USD,488253178,2009-01-31,2020-04-30
44000-P100047,3,USD,488253183,2010-05-31,2020-03-31
44000-P100047,5,USD,-80982356,2009-10-31,2025-07-31
44000-P100047,6,USD,-334920616,2015-07-31,2025-07-31
CA-3-P010407001,2,CAD,10000000.00,2023-06-02,2023-06-02
CA-3-P010407001,3,CAD,2214717.00,2023-06-01,2025-07-09
CA-3-D000460001,2,CAD,10000000.01,2014-03-28,2014-03-28
CA-3-D000460001,3,CAD,10000000.00,2014-03-28,2014-03-28
CA-3-D000284001,2,CAD,11996658.14,2016-12-27,2016-12-27
CA-3-A034599001,2,CAD,17735622.01,2010-03-25,2010-03-25
CA-3-A034599001,3,CAD,17735622.00,2010-03-26,2016-01-22
CA-3-D002411001,2,CAD,19758947.98,2016-04-05,2016-04-05
CA-3-D002411001,3,CAD,19699925.00,2016-04-14,2022-03-31
CA-3-D000770001,2,CAD,15560008.64,2015-03-31,2015-03-31
CA-3-D000770001,3,CAD,15506000.00,2015-03-31,2021-03-31
CA-3-A034722001,2,CAD,19701754.64,2010-10-12,2010-10-12
CA-3-A034722001,3,CAD,18863869.42,2011-03-28,2020-10-23
CA-3-S065712001,2,CAD,212181.00,2013-03-06,2013-03-06
CA-3-S065712001,3,CAD,212181.00,2013-03-19,2014-03-19
CA-3-S064903001,2,CAD,344762.00,2010-03-25,2010-03-25
CA-3-S064903001,3,CAD,344762.00,2010-03-30,2014-01-22
CA-3-A034601001,2,CAD,20000000.00,2010-12-07,2010-12-07
CA-3-A034601001,3,CAD,20000000.00,2010-12-30,2010-12-30
CA-3-A035184001,2,CAD,6540000.00,2010-08-18,2010-08-18
CA-3-A035184001,3,CAD,6540000.00,2011-03-23,2011-03-23
CA-3-A035219001,2,CAD,6000000.00,2011-03-11,2011-03-11
CA-3-A035219001,3,CAD,6000000.00,2011-03-28,2011-03-28
CA-3-A031053003,2,CAD,839394.00,2010-10-04,2010-10-04
CA-3-D001636001,2,CAD,14000000.00,2015-03-31,2015-03-31
CA-3-D001636001,3,CAD,14000000.00,2015-03-31,2019-02-19
44000-P119939,2,USD,96788060,2011-03-31,2016-11-30
44000-P119939,3,USD,96788060,2011-11-30,2016-10-31
44000-P119939,5,USD,-23435526,2011-11-30,2025-07-31
44000-P119939,6,USD,-45945314,2016-07-31,2025-07-31
44000-P114971,2,USD,90105043,2010-11-30,2019-06-30
44000-P114971,3,USD,90105043,2012-02-29,2019-06-30
44000-P114971,5,USD,-22487643,2012-02-29,2025-05-31
44000-P114971,6,USD,-30868647,2019-05-31,2025-05-31
44000-P150634,2,USD,95000000,2015-12-31,2015-12-31
44000-P150634,3,USD,94412178,2016-09-30,2022-09-30
44000-P150634,5,USD,-3617144,2017-02-28,2025-08-31
44000-P150634,6,USD,-11341459,2022-02-28,2025-08-31
44000-P126193,2,USD,2243546,2011-06-30,2017-05-31
44000-P126193,3,USD,2042547,2012-11-30,2017-03-31
44000-P126193,5,USD,-143559,2013-05-31,2025-05-31
44000-P126193,6,USD,-747165,2021-11-30,2025-05-31
44000-P121210,2,USD,34884351,2011-04-30,2018-04-30
44000-P121210,3,USD,31688404,2012-01-31,2017-11-30
44000-P121210,5,USD,-2039012,2012-09-30,2025-03-31
44000-P121210,6,USD,-2150286,2021-09-30,2025-03-31
XM-DAC-41122-Nicaragua-3120/A0/07/884/001,4,USD,361322,2024-12-31,2025-08-31
XM-DAC-41122-Nicaragua-3120/A0/07/884/001,3,USD,67607.45,2024-12-31,2025-08-31
XM-DAC-41122-Nicaragua-3120/A0/07/884/001,11,USD,370647,2024-12-31,2025-08-31
XM-DAC-41122-Nicaragua-3120/A0/07/884/001,1,USD,370647,2024-12-31,2025-08-31
CA-3-S065682001,2,CAD,240434.32,2011-12-20,2011-12-20
CA-3-S064837001,2,CAD,360000.00,2010-05-07,2010-05-07
CA-3-S064837001,3,CAD,360000.00,2010-06-07,2013-07-10
44000-P079633,2,USD,43254395,2004-07-31,2013-09-30
44000-P079633,3,USD,45857804,2005-05-31,2013-08-31
44000-P079633,5,USD,-5142396,2005-10-31,2025-04-30
44000-P079633,6,USD,-9492850,2014-10-31,2025-04-30
44000-P105680,2,USD,1228032000,2009-06-30,2021-06-30
44000-P105680,3,USD,1216248042,2010-07-31,2025-01-31
44000-P105680,5,USD,-258157347,2010-07-31,2025-07-31
44000-P105680,6,USD,-253587730,2014-09-30,2025-03-31
GB-GOV-7-NPE,3,GBP,9099279,2023-02-01,2025-07-31
GB-GOV-7-NPE,2,GBP,7049990,2023-02-01,2025-03-03
CA-3-S065792001,2,CAD,3017537.00,2013-01-14,2013-01-14
CA-3-S065792001,3,CAD,3017537.00,2013-02-06,2013-02-06
44000-P124085,2,USD,9999889,2012-05-31,2018-11-30
44000-P124085,3,USD,9230754,2013-05-31,2018-09-30
44000-P124085,5,USD,-1399395,2013-10-31,2025-04-30
44000-P124085,6,USD,-2351674,2017-11-30,2025-04-30
44000-P167901,2,USD,1242630,2020-04-30,2025-02-28
44000-P156433,2,USD,700000669,2017-03-31,2024-06-30
44000-P156433,3,USD,365327446,2018-01-31,2025-08-31
44000-P156433,5,USD,-15064083,2018-01-31,2025-07-31
44000-P156433,6,USD,-24013951,2023-07-31,2025-07-31
44000-P171059,2,USD,75600000,2021-01-31,2025-06-30
44000-P171059,3,USD,41968382,2021-06-30,2025-06-30
44000-P075732,2,USD,171835114,2005-07-31,2015-09-30
44000-P075732,3,USD,171835114,2006-06-30,2015-08-31
44000-P075732,5,USD,-26703989,2006-06-30,2025-03-31
44000-P075732,6,USD,-164679128,2011-03-31,2025-03-31
XI-BRIDGE-6385676864-5122,3,USD,4236297,2018-06-30,2024-09-13
XI-BRIDGE-6385676864-5122,2,USD,5676454,2016-05-03,2016-05-03
44000-P143580,2,USD,63827307,2014-03-31,2025-01-31
44000-P143580,3,USD,59102910,2015-09-30,2024-07-31
44000-P143580,5,USD,-8435792,2016-02-29,2025-08-31
44000-P143580,6,USD,-9290343,2019-08-31,2025-08-31
44000-P113766,2,USD,45503928,2010-06-30,2017-05-31
44000-P113766,3,USD,45503928,2010-11-30,2017-02-28
44000-P113766,5,USD,-6784438,2010-11-30,2022-06-30
44000-P113766,6,USD,-45503928,2022-06-30,2022-06-30
44000-P157060,2,USD,100000000,2016-12-31,2016-12-31
44000-P157060,3,USD,97208309,2016-12-31,2016-12-31
44000-P157060,5,USD,-3470230,2017-04-30,2025-04-30
44000-P157060,6,USD,-4300278,2023-04-30,2025-04-30
44000-P127676,2,USD,54851673,2013-09-30,2023-03-31
44000-P127676,3,USD,54851675,2014-08-31,2022-12-31
44000-P127676,5,USD,-4243672,2014-06-30,2022-12-31
44000-P127676,6,USD,-54851673,2018-10-31,2022-12-31
44000-P074688,2,USD,403736723,2004-11-30,2015-01-31
44000-P074688,3,USD,422335555,2006-03-31,2014-12-31
44000-P074688,5,USD,-40358089,2006-04-30,2025-04-30
44000-P074688,6,USD,-95434746,2015-04-30,2025-04-30
XI-IATI-EC_NEAR-2023-ACT-61828,2,EUR,31000000,2023-12-15,2023-12-15
44000-P133184,2,USD,101000000,2013-05-31,2018-09-30
44000-P133184,3,USD,95037122,2014-04-30,2022-06-30
44000-P133184,5,USD,-4320202,2014-11-30,2025-05-31
44000-P133184,6,USD,-3574171,2023-11-30,2025-05-31
44000-P129920,2,USD,570603880,2014-02-28,2025-05-31
44000-P129920,3,USD,516952498,2015-03-31,2022-01-31
44000-P129920,5,USD,-27076967,2015-07-31,2025-07-31
44000-P129920,6,USD,-14990555,2024-07-31,2025-07-31
44000-P164186,2,USD,470000000,2018-05-31,2022-06-30
44000-P164186,3,USD,190517482,2018-09-30,2025-06-30
44000-P164186,5,USD,-17701389,2018-09-30,2025-07-31
44000-P164186,6,USD,-1303169,2024-04-30,2025-04-30
44000-P083702,2,USD,137800649,2005-06-30,2016-12-31
44000-P083702,3,USD,137800650,2006-02-28,2016-12-31
44000-P083702,5,USD,-13855820,2006-02-28,2024-02-29
44000-P083702,6,USD,-137800647,2012-02-29,2023-08-31
XM-DAC-41122-Sierra Leone-3900/A0/08/882/003,4,USD,4948975,2020-12-31,2025-08-31
XM-DAC-41122-Sierra Leone-3900/A0/08/882/003,3,USD,1888874.74,2022-12-31,2024-12-31
XM-DAC-41122-Sierra Leone-3900/A0/08/882/003,11,USD,4726059,2020-12-31,2025-08-31
XM-DAC-41122-Sierra Leone-3900/A0/08/882/003,1,USD,4726059,2020-12-31,2025-08-31
44000-P154291,2,USD,500000000,2015-12-31,2015-12-31
44000-P154291,3,USD,500000000,2016-02-29,2016-02-29
44000-P154291,5,USD,-142769130,2016-01-31,2025-06-30
44000-P154291,6,USD,-113550000,2021-06-30,2025-06-30
XI-IATI-EC_INTPA-2024-ACT-62199,2,EUR,32000000,2024-03-04,2024-03-04
44000-P073977,2,USD,120000000,2005-05-31,2005-05-31
44000-P073977,3,USD,119999999,2006-05-31,2016-06-30
44000-P073977,5,USD,-15048833,2006-05-31,2024-11-30
44000-P073977,6,USD,-119999994,2013-05-31,2024-11-30
XM-DAC-41122-Chad-0810/A0/05/884/003,4,USD,2527073,2017-12-31,2025-01-31
XM-DAC-41122-Chad-0810/A0/05/884/003,3,USD,344985.63,2022-12-31,2023-12-31
XM-DAC-41122-Chad-0810/A0/05/884/003,11,USD,2480070,2017-12-31,2025-08-31
XM-DAC-41122-Chad-0810/A0/05/884/003,1,USD,2480070,2017-12-31,2024-12-31
XM-DAC-41122-Syria-4140/A0/05/200/205,4,USD,10286654,2016-12-31,2025-01-31
XM-DAC-41122-Syria-4140/A0/05/200/205,11,USD,9566858,2016-12-31,2025-08-31
XM-DAC-41122-Syria-4140/A0/05/200/205,1,USD,9566858,2016-12-31,2023-12-31
XM-DAC-41122-Burkina Faso-4590/A0/05/883/003,4,USD,6805745,2018-12-31,2025-01-31
XM-DAC-41122-Burkina Faso-4590/A0/05/883/003,3,USD,327263.62,2022-12-31,2023-12-31
XM-DAC-41122-Burkina Faso-4590/A0/05/883/003,11,USD,6555778,2018-12-31,2025-08-31
XM-DAC-41122-Burkina Faso-4590/A0/05/883/003,1,USD,6555778,2018-12-31,2025-08-31
44000-P160096,2,USD,49998000,2017-05-31,2024-05-31
44000-P160096,3,USD,30419495,2018-02-28,2025-08-31
44000-P149747,2,USD,300000000,2015-12-31,2015-12-31
44000-P149747,3,USD,300000000,2016-01-31,2017-07-31
44000-P149747,5,USD,-80920671,2016-01-31,2025-07-31
44000-P149747,6,USD,-75000000,2021-01-31,2025-07-31
CA-3-D000076001,2,CAD,19892000.00,2015-03-20,2015-03-20
CA-3-D000076001,3,CAD,19892000.00,2015-03-19,2019-01-25
CA-3-D000126001,2,CAD,20000000.00,2014-03-18,2014-03-18
CA-3-D000126001,3,CAD,20000000.00,2014-03-19,2019-10-17
CA-3-A034889001,2,CAD,17999605.00,2012-03-29,2012-03-29
CA-3-A034889001,3,CAD,17999605.00,2012-03-29,2018-03-07
CA-3-A035171001,2,CAD,50000000.01,2011-02-21,2011-02-21
CA-3-A035171001,3,CAD,50000000.00,2011-02-24,2014-07-09
CA-3-P006963002,2,CAD,2000000.00,2020-09-03,2020-09-03
CA-3-P006963002,3,CAD,2000000.00,2020-10-23,2023-03-31
CA-3-P003095002,2,CAD,1000000.00,2020-09-14,2020-09-14
CA-3-P003095002,3,CAD,1000000.00,2020-12-18,2021-08-05
CA-3-D001965001,2,CAD,19774150.68,2015-12-18,2015-12-18
CA-3-D001965001,3,CAD,19764419.00,2016-02-09,2021-01-12
CA-3-D000112001,2,CAD,20000000.01,2013-12-04,2013-12-04
CA-3-D000112001,3,CAD,20000000.00,2013-12-12,2015-03-24
CA-3-D000269001,2,CAD,19915000.01,2014-03-24,2014-03-24
CA-3-D000269001,3,CAD,19915000.00,2014-03-25,2015-01-07
CA-3-A033455001,2,CAD,5689035.26,2006-12-11,2006-12-11
CA-3-P010734001,2,CAD,4000000.00,2021-11-09,2021-11-09
CA-3-P010734001,3,CAD,4000000.00,2021-11-18,2023-02-03
CA-3-S065306001,2,CAD,3839960.00,2011-06-30,2011-06-30
CA-3-S065306001,3,CAD,3839960.00,2011-07-12,2013-03-28
CA-3-S064049001,2,CAD,241132.00,2007-07-18,2007-07-18
CA-3-S064049001,3,CAD,241132.00,2007-07-25,2008-11-14
CA-3-S064637001,2,CAD,498533.40,2009-08-14,2009-08-14
CA-3-S064637001,3,CAD,498533.40,2009-08-19,2012-09-28
CA-3-S064701001,2,CAD,498844.00,2009-10-28,2009-10-28
CA-3-S064701001,3,CAD,498844.00,2009-11-09,2012-12-10
CA-3-S064793001,2,CAD,204978.00,2010-03-24,2010-03-24
CA-3-S064793001,3,CAD,204978.00,2010-03-26,2013-06-14
CA-3-S064817001,2,CAD,499813.00,2011-01-12,2011-01-12
CA-3-S064817001,3,CAD,499813.00,2011-01-19,2014-03-19
44000-P163752,2,USD,615000000,2018-06-30,2024-12-31
44000-P163752,3,USD,396952409,2019-02-28,2025-08-31
44000-P163752,5,USD,-3906986,2020-07-31,2025-07-31
44000-P163752,6,USD,-19722157,2024-07-31,2025-07-31
XM-DAC-46004-52313-001-GRNT0635,2,USD,5000000.00,2023-09-30,2023-09-30
XM-DAC-46004-52313-001-GRNT0635,3,USD,7865.00,2018-12-31,2024-12-31
44000-P076735,2,USD,165662196,2004-05-31,2014-02-28
44000-P076735,3,USD,169462590,2005-01-31,2014-02-28
44000-P076735,5,USD,-14197292,2005-04-30,2025-04-30
