activity_id,transaction_type_code,currency,total_amount,first_date,last_date
XM-DAC-2-10-3012954,2,EUR,14000000,2013-04-09,2020-05-26
XM-DAC-2-10-3012954,3,EUR,13847347,2012-06-01,2024-12-01
XM-DAC-46004-53077-001-LN4227,2,USD,150000000.00,2023-09-30,2023-09-30
XM-DAC-46004-53077-001-LN4227,3,USD,1424790.08,2022-12-31,2025-08-31
XM-DAC-46004-53077-001-LN4227,5,USD,660871.79,2023-08-31,2025-08-31
GB-COH-871954-QR00632,1,GBP,-3561.75,2021-06-30,2022-09-30
GB-COH-871954-QR00632,4,GBP,148039.42,2021-03-31,2023-12-31
XI-IATI-EC_INTPA-2023-ACT-62085,2,EUR,48000000,2023-11-23,2024-03-01
CA-3-P007526001,2,CAD,7000000.00,2020-03-31,2020-03-31
CA-3-P007526001,3,CAD,7000000.00,2020-03-31,2024-02-21
XM-DAC-46004-31501-013-LN2757,2,USD,4300000.00,2023-09-30,2023-09-30
XM-DAC-46004-31501-013-LN2757,6,USD,72497.81,2025-05-31,2025-08-31
XM-DAC-46004-31501-013-LN2757,5,USD,74720.57,2025-05-31,2025-08-31
XI-BRIDGE-6385676864-4745,3,USD,7068422,2018-03-05,2022-09-10
XI-BRIDGE-6385676864-4745,2,USD,3536364,2014-08-17,2014-08-17
XI-IATI-EC_INTPA-2023-ACT-61788,2,EUR,31000000,2023-11-29,2023-11-29
DE-1-201522101,2,EUR,13241270.96,2016-12-01,2016-12-01
DE-1-201522101,4,EUR,13045204.50,2022-04-20,2022-04-20
DE-1-201620160,2,EUR,7300000.00,2017-04-01,2017-04-01
DE-1-201620160,4,EUR,7211033.79,2022-04-01,2022-04-01
GB-GOV-10-GRSF,2,GBP,7500000,2018-10-05,2022-08-28
GB-GOV-10-GRSF,3,GBP,7500000,2018-12-04,2022-11-02
DE-1-201920131,2,EUR,6950000.00,2019-06-01,2019-06-01
DE-1-201920131,4,EUR,6875748.59,2021-12-30,2021-12-30
DE-1-201521970,2,EUR,10500000.00,2017-08-01,2017-08-01
DE-1-201521970,4,EUR,10500000.00,2022-07-30,2022-07-30
46002-P-Z1-F00-023,2,XDR,47326339.10,2000-05-02,2000-05-02
46002-P-Z1-F00-023,5,XDR,1434145.62,2009-12-31,2025-05-15
46002-P-Z1-F00-023,6,XDR,26858821.15,2009-03-31,2025-05-15
46002-P-Z1-F00-023,3,XDR,29653769.22,2009-12-31,2009-12-31
46002-P-Z1-F00-030,2,XDR,14056859.49,2007-05-17,2007-05-17
46002-P-Z1-F00-030,3,XDR,14210795.17,2011-09-30,2015-09-30
46002-P-Z1-F00-030,5,XDR,1539994.25,2009-12-31,2025-07-15
46002-P-Z1-F00-030,6,XDR,1038286.47,2017-07-31,2025-07-15
46002-P-Z1-F00-034,2,XDR,12431229.98,2008-06-02,2008-06-02
46002-P-Z1-F00-034,3,XDR,12430267.67,2013-09-30,2019-12-31
46002-P-Z1-F00-034,5,XDR,1556132.34,2009-12-31,2025-06-15
46002-P-Z1-F00-034,6,XDR,837557.94,2018-12-31,2025-06-15
46002-P-Z1-F00-043,2,XDR,1369139.12,2013-02-25,2013-02-25
46002-P-Z1-F00-043,3,XDR,1027452.74,2015-03-31,2018-01-31
46002-P-Z1-F00-044,2,XDR,31923000.00,2013-11-22,2013-11-22
46002-P-Z1-F00-044,3,XDR,25206352.68,2017-06-30,2023-06-15
46002-P-Z1-F00-045,2,XDR,15915224.39,2013-11-26,2013-11-26
46002-P-Z1-F00-045,3,XDR,7295224.39,2016-09-30,2023-05-31
46002-P-Z1-F00-045,5,XDR,507671.09,2014-12-31,2025-04-15
46002-P-Z1-F00-045,6,XDR,113657.63,2024-04-30,2025-04-15
46002-P-Z1-F00-046,2,XDR,24989021.40,2013-11-28,2013-11-28
46002-P-Z1-F00-046,3,XDR,21118218.75,2017-06-30,2023-06-30
46002-P-Z1-F00-046,5,XDR,1381268.42,2014-09-30,2025-06-30
46002-P-Z1-F00-046,6,XDR,1898664.56,2021-03-31,2025-06-30
46002-P-Z1-F00-047,2,XDR,31529922.94,2013-11-24,2013-11-24
46002-P-Z1-F00-047,3,XDR,28720109.26,2017-06-30,2023-05-31
46002-P-Z1-F00-047,5,XDR,1917811.47,2014-12-31,2025-05-31
46002-P-Z1-F00-047,6,XDR,434994.15,2024-06-15,2025-05-31
46002-P-Z1-F00-053,2,XDR,721000.00,2013-11-22,2013-11-22
46002-P-Z1-F00-053,3,XDR,719951.56,2015-03-31,2019-05-31
46002-P-Z1-F00-054,2,XDR,703000.00,2013-11-28,2013-11-28
46002-P-Z1-F00-054,3,XDR,702007.67,2015-03-31,2023-02-15
46002-P-Z1-F00-055,2,XDR,781000.00,2013-11-24,2013-11-24
46002-P-Z1-F00-055,3,XDR,777838.27,2015-03-31,2023-11-15
46002-P-Z1-F00-056,2,XDR,6106000.00,2013-11-22,2013-11-22
46002-P-Z1-F00-056,3,XDR,5352908.05,2015-06-30,2025-02-15
46002-P-Z1-F00-058,2,XDR,13067449.55,2013-11-28,2013-11-28
46002-P-Z1-F00-058,3,XDR,12881692.52,2015-09-30,2024-11-30
46002-P-Z1-F00-059,2,XDR,10275000.00,2013-11-24,2013-11-24
46002-P-Z1-F00-059,3,XDR,10181627.78,2016-03-31,2024-04-15
46002-P-Z1-FA0-003,2,XDR,1749845.27,2000-08-23,2000-08-23
46002-P-Z1-FA0-003,3,XDR,1695891.18,2009-12-31,2009-12-31
46002-P-Z1-FA0-004,2,XDR,2671756.93,2003-09-25,2003-09-25
46002-P-Z1-FA0-004,3,XDR,2535203.56,2009-12-31,2011-03-31
46002-P-Z1-FA0-005,2,XDR,2093011.57,2004-07-02,2004-07-02
46002-P-Z1-FA0-005,3,XDR,2023543.85,2009-12-31,2009-12-31
46002-P-Z1-FA0-006,2,XDR,2625147.68,2004-05-25,2004-05-25
46002-P-Z1-FA0-006,3,XDR,2649350.43,2009-12-31,2009-12-31
46002-P-Z1-FA0-008,2,XDR,22579287.10,2005-05-16,2005-05-16
46002-P-Z1-FA0-008,3,XDR,21600084.19,2009-12-31,2012-12-31
46002-P-Z1-FA0-008,5,XDR,2917142.91,2009-12-31,2025-04-15
46002-P-Z1-FA0-008,6,XDR,2288162.00,2015-12-31,2025-04-15
46002-P-Z1-FA0-009,2,XDR,3622472.69,2005-03-11,2005-03-11
46002-P-Z1-FA0-009,3,XDR,3436139.19,2009-12-31,2009-12-31
46002-P-Z1-FA0-010,2,XDR,19145463.29,2005-07-22,2005-07-22
46002-P-Z1-FA0-010,3,XDR,17391729.36,2009-12-31,2011-03-31
46002-P-Z1-FA0-010,5,XDR,2326185.18,2009-12-31,2025-07-31
46002-P-Z1-FA0-010,6,XDR,1728595.83,2016-03-31,2025-07-31
46002-P-Z1-FA0-054,2,XDR,1487729.95,2014-01-07,2014-01-07
46002-P-Z1-FA0-054,3,XDR,1156319.74,2015-03-31,2016-12-31
46002-P-Z1-FA0-014,2,XDR,10155560.00,2008-08-07,2008-08-07
46002-P-Z1-FA0-014,3,XDR,9276211.05,2011-06-30,2014-09-30
46002-P-Z1-FA0-022,2,XDR,171000000.00,2012-12-05,2012-12-05
46002-P-Z1-FA0-022,3,XDR,132089107.25,2014-03-31,2025-01-31
46002-P-Z1-FA0-022,5,XDR,10980757.29,2013-12-31,2025-04-15
46002-P-Z1-FA0-022,6,XDR,3396565.86,2023-04-15,2025-06-30
46002-P-Z1-FA0-023,2,XDR,14668109.20,2008-11-13,2008-11-13
46002-P-Z1-FA0-023,3,XDR,4493802.41,2009-12-31,2011-06-30
46002-P-Z1-FA0-023,5,XDR,520014.11,2009-12-31,2025-04-15
46002-P-Z1-FA0-023,6,XDR,458425.50,2015-12-31,2025-04-30
46002-P-Z1-FA0-025,2,XDR,15720000.00,2008-11-13,2008-11-13
46002-P-Z1-FA0-025,3,XDR,15496172.92,2009-12-31,2012-03-31
46002-P-Z1-FA0-029,2,XDR,2480255.93,2011-02-15,2011-06-02
46002-P-Z1-FA0-029,3,XDR,2362567.21,2013-06-30,2017-03-31
46002-P-Z1-FA0-029,5,XDR,73035.60,2012-06-30,2025-05-15
46002-P-Z1-FA0-029,6,XDR,32039.48,2021-10-15,2025-05-15
46002-P-Z1-FA0-030,2,XDR,3043526.73,2009-09-12,2015-10-26
46002-P-Z1-FA0-030,3,XDR,2658354.80,2010-09-30,2024-01-31
46002-P-Z1-FA0-031,2,XDR,32400000.00,2009-03-16,2009-03-16
46002-P-Z1-FA0-031,3,XDR,30368743.68,2012-03-31,2021-11-15
46002-P-Z1-FA0-032,2,XDR,23316407.12,2010-09-20,2010-09-20
46002-P-Z1-FA0-032,3,XDR,21344757.32,2012-06-30,2016-03-31
46002-P-Z1-FA0-032,5,XDR,2715281.77,2011-06-30,2025-05-15
46002-P-Z1-FA0-032,6,XDR,1147491.85,2019-02-28,2025-05-15
46002-P-Z1-FA0-033,2,XDR,49780334.43,2009-05-13,2010-03-26
46002-P-Z1-FA0-033,3,XDR,42504963.46,2011-12-31,2017-03-31
46002-P-Z1-FA0-033,5,XDR,755562.02,2012-06-30,2025-04-15
46002-P-Z1-FA0-033,6,XDR,450538.25,2019-10-31,2025-04-15
46002-P-Z1-FA0-034,2,XDR,14670000.00,2009-03-16,2009-03-16
46002-P-Z1-FA0-034,3,XDR,13568196.87,2011-09-30,2025-05-15
46002-P-Z1-FA0-035,2,XDR,27670000.00,2010-05-28,2010-05-28
46002-P-Z1-FA0-035,3,XDR,16763749.72,2012-09-30,2021-02-15
46002-P-UG-FA0-001,2,XDR,15333045.55,1997-09-03,1997-09-03
46002-P-UG-FA0-001,3,XDR,13909538.20,2009-12-31,2009-12-31
46002-P-UG-FA0-001,5,XDR,681970.75,2009-12-31,2009-12-31
46002-P-UG-FA0-001,6,XDR,13909538.20,2009-03-31,2009-03-31
46002-P-UG-FA0-002,2,XDR,64835777.34,2007-10-26,2007-10-30
46002-P-UG-FA0-002,3,XDR,32076441.63,2009-12-31,2016-06-30
46002-P-UG-FA0-002,5,XDR,2196347.40,2009-12-31,2025-04-15
46002-P-UG-FA0-002,6,XDR,1356407.94,2018-04-30,2025-04-15
46002-P-UG-FA0-004,2,XDR,63920800.00,2009-05-13,2009-05-13
46002-P-UG-FA0-004,3,XDR,44143405.40,2011-06-30,2018-12-31
46002-P-UG-FA0-004,5,XDR,4694453.18,2010-06-30,2025-04-15
46002-P-UG-FA0-004,6,XDR,2466251.42,2019-10-31,2025-04-15
46002-P-RW-FA0-015,2,XDR,2218582.70,2017-05-22,2017-05-22
46002-P-RW-FA0-015,3,XDR,2218582.70,2018-08-31,2020-09-15
46002-P-RW-FA0-015,5,XDR,115369.24,2018-03-31,2025-03-31
46002-P-UG-FZ0-001,2,XDR,1443192.08,2000-11-20,2000-11-20
46002-P-UG-FZ0-001,3,XDR,1429856.74,2009-12-31,2009-12-31
46002-P-RW-FA0-013,2,XDR,6542084.78,2016-12-09,2016-12-09
46002-P-RW-FA0-013,3,XDR,5937087.31,2024-01-31,2025-05-15
46002-P-CV-FA0-001,2,XDR,40058932.02,2008-03-25,2008-04-22
46002-P-CV-FA0-001,3,XDR,28112032.84,2009-12-31,2016-03-31
46002-P-CV-FA0-001,5,XDR,532989.83,2009-12-31,2025-08-31
46002-P-CV-FA0-001,6,XDR,333545.46,2017-06-30,2025-09-30
46002-P-CV-FA0-002,2,XDR,51412063.62,2011-12-08,2012-03-30
46002-P-CV-FA0-002,3,XDR,43075207.10,2014-03-31,2019-10-31
46002-P-CV-FA0-002,5,XDR,1514553.18,2012-06-30,2025-06-30
46002-P-CV-FA0-002,6,XDR,1632383.06,2019-12-31,2025-07-15
46002-P-Z1-FZ0-009,2,XDR,701961.28,2017-03-10,2017-03-10
46002-P-Z1-FZ0-009,3,XDR,650719.73,2018-01-31,2021-07-15
46002-P-Z1-FA0-049,2,XDR,611060.82,2012-05-15,2012-05-15
46002-P-Z1-FA0-049,3,XDR,502002.79,2016-06-30,2016-12-31
46002-P-MU-FA0-002,2,XDR,68190531.42,2014-10-14,2014-10-14
46002-P-MU-FA0-002,3,XDR,66780888.51,2016-03-31,2018-07-31
46002-P-MU-FA0-002,5,XDR,15829299.56,2016-12-31,2025-04-15
46002-P-MU-FA0-002,6,XDR,27090186.72,2020-04-15,2025-04-15
46002-P-BW-FA0-001,2,XDR,159971870.87,2010-05-27,2010-05-27
46002-P-BW-FA0-001,3,XDR,36871612.72,2011-12-31,2014-09-30
46002-P-BW-FA0-001,5,XDR,2317244.69,2012-03-31,2025-08-15
46002-P-BW-FA0-001,6,XDR,23802090.31,2015-09-30,2025-08-15
46002-P-GW-F00-001,2,XDR,4623622.36,1989-05-29,1989-05-29
46002-P-GW-F00-001,3,XDR,4306368.11,2009-12-31,2009-12-31
46002-P-GW-F00-001,5,XDR,271832.11,2009-12-31,2013-06-30
46002-P-GW-F00-001,6,XDR,4306368.14,2009-03-31,2011-03-31
46002-P-Z1-FA0-073,2,XDR,10123532.36,2014-03-25,2014-03-25
46002-P-Z1-FA0-073,3,XDR,9829580.35,2016-03-31,2023-11-30
46002-P-Z1-FA0-073,5,XDR,628579.48,2014-12-31,2025-05-31
46002-P-Z1-FA0-073,6,XDR,149819.06,2024-04-30,2025-05-31
46002-P-Z1-FA0-081,2,XDR,1064039.15,2014-01-29,2014-01-29
46002-P-Z1-FA0-081,3,XDR,1092490.94,2014-12-31,2019-01-31
46002-P-Z1-FA0-081,5,XDR,86558.45,2014-12-31,2025-08-31
46002-P-Z1-FA0-081,6,XDR,21268.60,2024-02-15,2025-08-31
46002-P-Z1-FA0-084,2,XDR,8300000.00,2015-06-11,2015-06-11
46002-P-Z1-FA0-084,3,XDR,7870409.29,2016-06-30,2025-04-15
46002-P-Z1-FA0-086,2,XDR,26210672.65,2015-07-30,2015-07-30
46002-P-Z1-FA0-086,3,XDR,26210672.65,2016-09-30,2024-10-15
46002-P-Z1-FA0-086,5,XDR,1529556.41,2016-06-30,2025-05-15
46002-P-Z1-FA0-086,6,XDR,3111450.42,2020-11-15,2025-05-15
46002-P-ST-FA0-001,2,XDR,2343325.72,1994-05-11,1994-05-11
46002-P-ST-FA0-001,3,XDR,2234332.16,2009-12-31,2009-12-31
46002-P-ST-FA0-001,5,XDR,98146.96,2009-12-31,2009-12-31
46002-P-ST-FA0-001,6,XDR,2234332.16,2009-03-31,2009-03-31
XM-DAC-46004-53028-001-LN3880,2,USD,160000000.00,2023-09-30,2023-09-30
XM-DAC-46004-53028-001-LN3880,3,USD,160000000.00,2019-12-31,2020-12-31
XM-DAC-46004-53028-001-LN3880,6,USD,40000000.02,2023-02-28,2025-08-31
XM-DAC-46004-53028-001-LN3880,5,USD,28271179.78,2020-08-31,2025-08-31
XM-DAC-46004-32298-033-LN2324,2,USD,45000000.00,2023-09-30,2023-09-30
XM-DAC-46004-32298-033-LN2324,3,USD,42294268.01,2013-12-31,2013-12-31
XM-DAC-46004-32298-033-LN2324,6,USD,24363790.74,2013-12-31,2025-08-31
XM-DAC-46004-32298-033-LN2324,5,USD,5546177.57,2014-03-31,2025-08-31
XM-DAC-46004-32298-023-LN2323,2,USD,106000000.00,2023-09-30,2023-09-30
XM-DAC-46004-32298-023-LN2323,3,USD,101783560.16,2013-12-31,2013-12-31
XM-DAC-46004-32298-023-LN2323,6,USD,58327664.77,2013-12-31,2025-08-31
XM-DAC-46004-32298-023-LN2323,5,USD,13182507.25,2014-03-31,2025-08-31
XM-DAC-46004-36107-013-LN2332,2,USD,400000000.00,2023-09-30,2023-09-30
XM-DAC-46004-36107-013-LN2332,3,USD,382625456.52,2013-12-31,2014-12-31
XM-DAC-46004-36107-013-LN2332,6,USD,148308122.91,2013-12-31,2025-08-31
XM-DAC-46004-36107-013-LN2332,5,USD,66775516.81,2014-03-31,2025-08-31
XM-DAC-46004-47015-001-LN3126,2,USD,400000000.00,2023-09-30,2023-09-30
XM-DAC-46004-47015-001-LN3126,3,USD,399157648.30,2014-06-30,2015-06-30
XM-DAC-46004-47015-001-LN3126,6,USD,87902964.92,2019-07-31,2025-08-31
XM-DAC-46004-47015-001-LN3126,5,USD,63714442.83,2014-09-30,2025-08-31
XM-DAC-46004-36107-013-LN2333,2,USD,5000000.00,2023-09-30,2023-09-30
XM-DAC-46004-36107-013-LN2333,3,USD,3627604.46,2013-12-31,2014-06-30
XM-DAC-46004-36107-013-LN2333,6,USD,1299836.61,2015-03-31,2025-08-31
XM-DAC-46004-36107-013-LN2333,5,USD,392790.31,2014-03-31,2025-08-31
XM-DAC-46004-40009-013-LN2264,2,USD,26500000.00,2023-09-30,2023-09-30
XM-DAC-46004-40009-013-LN2264,3,USD,22429927.73,2013-12-31,2016-03-31
XM-DAC-46004-40009-013-LN2264,6,USD,17671922.93,2015-03-31,2025-08-31
XM-DAC-46004-40009-013-LN2264,5,USD,1814482.86,2014-03-31,2025-08-31
XM-DAC-46004-49043-001-LN3303,2,USD,400000000.00,2023-09-30,2023-09-30
XM-DAC-46004-49043-001-LN3303,3,USD,400000000.00,2015-12-31,2015-12-31
XM-DAC-46004-49043-001-LN3303,6,USD,175274107.74,2019-03-31,2025-08-31
XM-DAC-46004-49043-001-LN3303,5,USD,40178979.66,2016-03-31,2025-08-31
XM-DAC-46004-54269-001-LN3980,2,USD,200000000.00,2023-09-30,2023-09-30
XM-DAC-46004-54269-001-LN3980,3,USD,200000000.00,2020-11-30,2021-02-28
XM-DAC-46004-54269-001-LN3980,6,USD,19346390.25,2024-03-31,2025-08-31
XM-DAC-46004-54269-001-LN3980,5,USD,31471714.54,2021-03-31,2025-08-31
XM-DAC-46004-54269-002-LN4473,2,USD,300000000.00,2023-09-30,2023-09-30
XM-DAC-46004-54269-002-LN4473,3,USD,300000000.00,2024-08-31,2025-01-31
XM-DAC-46004-54269-002-LN4473,5,USD,7771071.77,2025-07-31,2025-08-31
XM-DAC-46004-47015-002-LN3321,2,USD,100000000.00,2023-09-30,2023-09-30
XM-DAC-46004-47015-002-LN3321,3,USD,100000000.00,2015-12-31,2016-06-30
XM-DAC-46004-47015-002-LN3321,6,USD,45000000.00,2019-04-30,2025-08-31
XM-DAC-46004-47015-002-LN3321,5,USD,21761644.28,2016-06-30,2025-08-31
XM-DAC-46004-53165-001-LN3881,2,USD,300000000.00,2023-09-30,2023-09-30
XM-DAC-46004-53165-001-LN3881,3,USD,300000000.00,2019-12-31,2020-06-30
XM-DAC-46004-53165-001-LN3881,6,USD,7500000.00,2025-06-30,2025-08-31
XM-DAC-46004-53165-001-LN3881,5,USD,32866666.67,2020-06-30,2025-08-31
XM-DAC-46004-47015-002-LN3322,2,USD,300000000.00,2023-09-30,2023-09-30
XM-DAC-46004-47015-002-LN3322,3,USD,293988918.90,2015-12-31,2016-06-30
XM-DAC-46004-47015-002-LN3322,6,USD,57465866.35,2021-04-30,2025-08-31
XM-DAC-46004-47015-002-LN3322,5,USD,49158826.08,2016-06-30,2025-08-31
XM-DAC-46004-47015-003-LN3537,2,USD,300000000.00,2023-09-30,2023-09-30
XM-DAC-46004-47015-003-LN3537,3,USD,300000000.00,2017-06-30,2017-06-30
XM-DAC-46004-47015-003-LN3537,6,USD,91500000.00,2020-08-31,2025-08-31
XM-DAC-46004-47015-003-LN3537,5,USD,70294329.41,2018-02-28,2025-08-31
XM-DAC-46004-53165-002-LN4159,2,USD,300000000.00,2023-09-30,2023-09-30
XM-DAC-46004-53165-002-LN4159,3,USD,300000000.00,2021-12-31,2022-06-30
XM-DAC-46004-53165-002-LN4159,5,USD,20366666.67,2022-05-31,2025-08-31
XM-DAC-46004-49043-003-LN4256,2,USD,500000000.00,2023-09-30,2023-09-30
XM-DAC-46004-49043-003-LN4256,3,USD,500000000.00,2022-12-31,2023-06-30
XM-DAC-46004-49043-003-LN4256,5,USD,71413363.44,2023-08-31,2025-08-31
XM-DAC-46004-49043-002-LN3561,2,USD,400000000.00,2023-09-30,2023-09-30
XM-DAC-46004-49043-002-LN3561,3,USD,400000000.00,2017-09-30,2018-01-31
XM-DAC-46004-49043-002-LN3561,6,USD,134073929.28,2021-02-28,2025-08-31
XM-DAC-46004-49043-002-LN3561,5,USD,28459344.86,2018-02-28,2025-08-31
XM-DAC-46004-56368-001-LN4487,2,USD,500000000.00,2023-09-30,2023-09-30
XM-DAC-46004-56368-001-LN4487,3,USD,482035212.00,2024-10-31,2025-06-30
XM-DAC-46004-56368-001-LN4487,5,USD,6581697.86,2025-05-31,2025-08-31
XM-DAC-46004-49006-003-LN4112,2,USD,100892075.80,2023-09-30,2023-09-30
XM-DAC-46004-49006-003-LN4112,6,USD,1120442.26,2024-10-31,2025-08-31
XM-DAC-46004-49006-003-LN4112,5,USD,9133120.33,2023-04-30,2025-08-31
XM-DAC-46004-37752-013-LN2282,2,USD,450000000.00,2023-09-30,2023-09-30
XM-DAC-46004-37752-013-LN2282,3,USD,566170096.60,2013-12-31,2013-12-31
XM-DAC-46004-37752-013-LN2282,6,USD,450000000.00,2013-12-31,2025-08-31
XM-DAC-46004-37752-013-LN2282,5,USD,25592383.96,2014-03-31,2025-08-31
XM-DAC-46004-38183-013-GRNT0087,2,USD,15390000.00,2023-09-30,2023-09-30
XM-DAC-46004-38183-013-GRNT0087,3,USD,13103827.85,2013-12-31,2018-12-31
XM-DAC-46004-38183-013-LN2368,2,USD,26610000.00,2023-09-30,2023-09-30
XM-DAC-46004-38183-013-LN2368,3,USD,26129406.23,2013-12-31,2018-12-31
XM-DAC-46004-38183-013-LN2368,6,USD,9118445.92,2016-06-30,2025-08-31
XM-DAC-46004-38183-013-LN2368,5,USD,3019021.86,2014-03-31,2025-08-31
XM-DAC-46004-39653-043-LN2773,2,USD,42940000.00,2023-09-30,2023-09-30
XM-DAC-46004-39653-043-LN2773,3,USD,43282987.82,2013-12-31,2013-12-31
XM-DAC-46004-39653-043-LN2773,6,USD,28626666.68,2023-12-31,2025-08-31
XM-DAC-46004-39653-043-LN2773,5,USD,10266228.86,2014-03-31,2025-08-31
XM-DAC-46004-49232-001-LN3356,2,USD,300000000.00,2023-09-30,2023-09-30
XM-DAC-46004-49232-001-LN3356,3,USD,300000000.00,2016-03-31,2016-06-30
XM-DAC-46004-49232-001-LN3356,6,USD,100179015.00,2019-06-30,2025-08-31
XM-DAC-46004-49232-001-LN3356,5,USD,70005476.09,2016-12-31,2025-08-31
XM-DAC-46004-56332-001-LN4464,2,USD,100000000.00,2023-09-30,2023-09-30
XM-DAC-46004-56332-001-LN4464,3,USD,100000000.00,2024-08-31,2025-01-31
XM-DAC-46004-56332-001-LN4464,5,USD,1000000.00,2025-07-31,2025-08-31
XM-DAC-46004-42361-013-LN2979,2,USD,45000000.00,2023-09-30,2023-09-30
XM-DAC-46004-42361-013-LN2979,3,USD,39169424.27,2013-12-31,2020-04-30
XM-DAC-46004-42361-013-LN2979,6,USD,7229463.48,2021-05-31,2025-08-31
XM-DAC-46004-42361-013-LN2979,5,USD,3420159.23,2015-12-31,2025-08-31
XM-DAC-46004-55268-001-LN4186,2,USD,250000000.00,2023-09-30,2023-09-30
XM-DAC-46004-55268-001-LN4186,3,USD,250000000.00,2022-06-30,2023-07-31
XM-DAC-46004-55268-001-LN4186,5,USD,39287313.96,2022-11-30,2025-08-31
XM-DAC-46004-43281-022-GRNT0215,2,USD,2500000.00,2023-09-30,2023-09-30
XM-DAC-46004-43281-022-GRNT0215,3,USD,2498987.25,2013-12-31,2017-01-31
XM-DAC-46004-48192-001-GRNT0389,2,USD,4520000.00,2023-09-30,2023-09-30
XM-DAC-46004-48192-001-GRNT0389,3,USD,3806334.95,2014-06-30,2019-10-31
XM-DAC-46004-54151-001-LN4030,2,USD,5000000.00,2023-09-30,2023-09-30
XM-DAC-46004-54151-001-LN4030,3,USD,5000000.00,2020-12-31,2021-05-31
XM-DAC-46004-54151-001-LN4030,5,USD,406666.67,2021-11-30,2025-08-31
XM-DAC-46004-32298-043-LN2346,2,USD,144000000.00,2023-09-30,2023-09-30
XM-DAC-46004-32298-043-LN2346,3,USD,148063634.81,2013-12-31,2013-12-31
XM-DAC-46004-32298-043-LN2346,6,USD,81516756.26,2013-12-31,2025-08-31
XM-DAC-46004-32298-043-LN2346,5,USD,20083204.17,2014-03-31,2025-08-31
XI-IATI-EC_INTPA-2023-ACT-62085,2,EUR,48000000,2023-11-23,2024-03-01
CA-3-P007526001,2,CAD,7000000.00,2020-03-31,2020-03-31
CA-3-P007526001,3,CAD,7000000.00,2020-03-31,2024-02-21
KR-GOV-010-KR-GOV-051-2024010100098,1,KRW,11050000000,2024-01-01,2024-01-01
KR-GOV-010-KR-GOV-051-2023070100971,1,KRW,2499965000,2023-10-30,2023-10-30
KR-GOV-010-KR-GOV-051-2022010100140,1,KRW,8810000000,2022-01-01,2022-01-01
KR-GOV-010-KR-GOV-051-2022010100140,2,KRW,900000000,2022-06-14,2022-06-14
KR-GOV-010-KR-GOV-051-2022010100140,3,KRW,1783145161,2025-06-30,2025-06-30
KR-GOV-010-KR-GOV-051-2021010100062,1,KRW,14520000000,2021-01-01,2021-01-01
KR-GOV-010-KR-GOV-051-2021010100062,3,KRW,103739486,2025-06-30,2025-06-30
KR-GOV-010-KR-GOV-051-2021010102749,1,KRW,8470000000,2021-01-01,2021-01-01
KR-GOV-010-KR-GOV-051-2021010102749,3,KRW,23665190,2025-06-30,2025-06-30
KR-GOV-010-KR-GOV-051-2025010100136,1,KRW,25800000000,2025-01-01,2025-01-01
KR-GOV-010-KR-GOV-051-2025010100136,2,KRW,25800000000,2025-01-01,2025-01-01
KR-GOV-010-KR-GOV-051-2023010100105,1,KRW,9933000000,2023-01-01,2023-01-01
KR-GOV-010-KR-GOV-051-2023070103443,1,KRW,2499965000,2023-10-30,2023-10-30
46002-P-LR-AAD-002,2,XDR,1000000.00,2023-09-20,2023-09-20
46002-P-LR-AAD-002,3,XDR,804296.21,2024-10-31,2025-08-31
46002-P-UG-AAD-001,2,XDR,63257968.75,2016-02-17,2016-02-17
46002-P-UG-AAD-001,3,XDR,53829733.36,2016-06-30,2025-05-15
46002-P-UG-AAD-001,5,XDR,10088698.19,2017-03-31,2025-07-31
46002-P-UG-AAD-001,6,XDR,15235505.56,2021-07-31,2025-07-31
46002-P-KE-AAD-005,2,XDR,37522746.45,2019-04-23,2019-04-23
46002-P-KE-AAD-005,3,XDR,25646639.21,2019-09-30,2025-07-31
46002-P-KE-AAD-005,5,XDR,1673836.90,2019-09-30,2025-08-31
46002-P-KE-AAD-005,6,XDR,978667.97,2024-05-15,2025-05-15
XI-IATI-EC_INTPA-2023-ACT-62195,2,EUR,5000000,2024-06-19,2024-06-19
GB-GOV-7-ICF-P0004-ISFL,3,GBP,8889587.29,2014-05-01,2020-12-03
GB-GOV-7-BPF-BCF,3,GBP,8290600,2019-04-15,2023-03-08
XM-DAC-46004-56221-001-LN4287,2,USD,15000000.00,2023-09-30,2023-09-30
XM-DAC-46004-56221-001-LN4287,6,USD,416666.67,2025-06-30,2025-08-31
XM-DAC-46004-56221-001-LN4287,5,USD,172081.02,2025-06-30,2025-08-31
44000-P074011,2,USD,39455401,2007-12-31,2014-10-31
44000-P074011,3,USD,39317226,2009-02-28,2014-10-31
44000-P074011,5,USD,-3867836,2009-04-30,2025-04-30
44000-P074011,6,USD,-5207754,2018-04-30,2025-04-30
XI-BRIDGE-6385676864-4745,3,USD,7068422,2018-03-05,2022-09-10
XI-BRIDGE-6385676864-4745,2,USD,3536364,2014-08-17,2014-08-17
XI-BRIDGE-6385676864-4517,3,USD,5689420,2015-10-14,2020-02-13
XI-BRIDGE-6385676864-4517,2,USD,2845000,2014-01-21,2014-01-21
XI-BRIDGE-6385676864-4037,3,USD,4314308,2014-01-23,2020-02-13
XI-BRIDGE-6385676864-4037,2,USD,2600000,2012-03-27,2012-03-27
