activity_id,default_finance_type_code
CA-3-P011560001,110
CA-3-P011566001,110
CA-3-P011569001,110
CA-3-P011570001,110
CA-3-P011575001,110
CA-3-P011581001,110
CA-3-P011584001,110
CA-3-P011596001,110
CA-3-P011609001,110
CA-3-P011636001,110
CA-3-P011653001,110
CA-3-P011654001,110
CA-3-P011655001,110
CA-3-P011740001,110
CA-3-P011753001,110
CA-3-P011764001,110
CA-3-P011779001,110
CA-3-P011780001,110
CA-3-P011795001,110
CA-3-P011845001,110
CA-3-P011866001,110
CA-3-P011885001,110
CA-3-P011888001,110
CA-3-P011906001,110
CA-3-P011913001,110
CA-3-P011923001,110
CA-3-P011972001,110
CA-3-P011997001,110
CA-3-P012108001,110
CA-3-P012136001,110
CA-3-P012140001,110
CA-3-P012166001,110
CA-3-P012183001,422
CA-3-P012237001,110
CA-3-P012251001,110
CA-3-P012289001,110
CA-3-P012350001,110
CA-3-P012350002,110
CA-3-P012417001,110
CA-3-P012440001,110
CA-3-P012537001,110
CA-3-P012548001,110
CA-3-P012548002,110
CA-3-P012550001,110
CA-3-P012562001,110
CA-3-P012604001,110
CA-3-P012666001,110
CA-3-P012671001,110
CA-3-P012703001,110
CA-3-P012709001,110
CA-3-P012737001,110
CA-3-P012776001,110
CA-3-P012788001,110
CA-3-P012801001,422
CA-3-P012801002,110
CA-3-P012881001,110
CA-3-P012917001,110
CA-3-P012938001,110
CA-3-P012942001,110
CA-3-P012959001,110
CA-3-P013017001,110
CA-3-P013145001,110
CA-3-P013349001,110
CA-3-P013350001,110
CA-3-P013360001,110
CA-3-P013456001,110
CA-3-P013466001,110
CA-3-P013518001,110
CA-3-P013536001,110
CA-3-P013566001,110
CA-3-P013602001,110
CA-3-P013610001,110
CA-3-P013649001,110
CA-3-P013814001,110
CA-3-P013825001,110
CA-3-P013829001,110
CA-3-P013893001,110
CA-3-P013909001,110
CA-3-P014005001,110
CA-3-P014016001,110
CA-3-P014058001,110
CA-3-P014059001,110
CA-3-P014060001,110
CA-3-P014080001,110
CA-3-P014093001,110
CA-3-P014133001,110
CA-3-P014171001,110
CA-3-P014286001,110
CA-3-P014330001,110
CA-3-P014371001,110
CA-3-P014430001,110
CA-3-P014477001,110
CA-3-P014589001,110
CA-3-P014741001,110
CA-3-P014762001,110
CA-3-P014853001,110
CA-3-P015062001,110
CA-3-P015103001,422
CA-3-P015187001,110
CA-3-P015262001,110
CA-3-P015264001,110
CA-3-P015266001,110
CA-3-S061266PRG,110
CA-3-S062994002,110
CA-3-S063317PRG,110
CA-3-S063413PRG,110
CA-3-S063421001,110
CA-3-S063440001,110
CA-3-S063755PRG,110
CA-3-S063759PRG,110
CA-3-S063897PRG,110
CA-3-S063922PRG,110
CA-3-S063934PRG,110
CA-3-S064049001,110
CA-3-S064060002,110
CA-3-S064066002,110
CA-3-S064103002,110
CA-3-S064168PRG,110
CA-3-S064177002,110
CA-3-S064236PRG,110
CA-3-S064253002,110
CA-3-S064510PRG,110
CA-3-S064524PRG,110
CA-3-S064528PRG,110
CA-3-S064537001,110
CA-3-S064537002,110
CA-3-S064585PRG,110
CA-3-S064590PRG,110
CA-3-S064599002,110
CA-3-S064626002,110
CA-3-S064637001,110
CA-3-S064641002,110
CA-3-S064651002,110
CA-3-S064657002,110
CA-3-S064671PRG,110
CA-3-S064679001,110
CA-3-S064681001,110
CA-3-S064684001,110
CA-3-S064696001,110
CA-3-S064700001,110
CA-3-S064701001,110
CA-3-S064703001,110
CA-3-S064712001,110
CA-3-S064718001,110
CA-3-S064766001,110
CA-3-S064769001,110
CA-3-S064780001,110
CA-3-S064791001,110
CA-3-S064793001,110
CA-3-S064804001,110
CA-3-S064805001,110
CA-3-S064809001,110
CA-3-S064810001,110
CA-3-S064817001,110
CA-3-S064820PRG,110
CA-3-S064837001,110
CA-3-S064846001,110
CA-3-S064847001,110
CA-3-S064872001,110
CA-3-S064877001,110
CA-3-S064903001,110
CA-3-S064934001,110
CA-3-S064939001,110
CA-3-S064962001,110
CA-3-S064963001,110
CA-3-S064974001,110
CA-3-S064995001,110
CA-3-S064996001,110
CA-3-S064997001,110
CA-3-S064998001,110
CA-3-S065004001,110
CA-3-S065024001,110
CA-3-S065064001,110
CA-3-S065090001,110
CA-3-S065129001,110
CA-3-S065130001,110
CA-3-S065166001,110
CA-3-S065172001,110
CA-3-S065208001,110
CA-3-S065306001,110
CA-3-S065396001,110
CA-3-S065399001,110
CA-3-S065423001,110
CA-3-S065441001,110
CA-3-S065444001,110
CA-3-S065451001,110
CA-3-S065452001,110
CA-3-S065515001,110
CA-3-S065520001,110
CA-3-S065579001,110
CA-3-S065604001,110
CA-3-S065649001,110
CA-3-S065678001,110
CA-3-S065682001,110
CA-3-S065696001,110
CA-3-S065697001,110
CA-3-S065703001,110
CA-3-S065712001,110
CA-3-S065724001,110
CA-3-S065733001,110
CA-3-S065739001,110
CA-3-S065766001,110
CA-3-S065792001,110
CA-3-S065799001,110
CA-3-S065811001,110
CA-3-Z020751001,110
CA-3-Z020794001,110
CA-3-Z020803002,110
CA-3-Z020913003,110
CA-3-Z021009001,110
CA-3-Z021010001,110
CA-3-Z021045001,110
DE-1-198966426,110
DE-1-199165481,110
DE-1-199365842,110
DE-1-199465550,110
DE-1-199665472,110
DE-1-199665779,110
DE-1-199765165,110
DE-1-199765272,110
DE-1-199765322,110
DE-1-199865072,110
DE-1-199865197,421
DE-1-199865676,110
DE-1-199865726,421
DE-1-199865841,421
DE-1-199865940,421
DE-1-199965328,110
DE-1-199965518,421
DE-1-199965526,421
DE-1-199965542,110
DE-1-199966052,421
DE-1-199966268,110
DE-1-199966565,421
DE-1-199966656,110
DE-1-199966698,421
DE-1-199966706,110
DE-1-200022251,110
DE-1-200065318,421
DE-1-200065367,110
DE-1-200065532,421
DE-1-200065789,421
DE-1-200065912,110
DE-1-200066183,421
DE-1-200066233,421
DE-1-200066258,110
DE-1-200066324,421
DE-1-200066456,110
DE-1-200066506,110
DE-1-200140798,421
DE-1-200165092,110
DE-1-200165613,110
DE-1-200166165,110
DE-1-200166264,110
DE-1-200166348,110
DE-1-200166439,110
DE-1-200166702,421
DE-1-200166728,110
DE-1-200166785,110
DE-1-200265215,110
DE-1-200265413,421
DE-1-200265736,110
DE-1-200265900,110
DE-1-200266080,421
DE-1-200266551,110
DE-1-200266569,421
DE-1-200266585,421
DE-1-200266981,410
DE-1-200320572,110
DE-1-200365056,110
DE-1-200365304,421
DE-1-200365775,110
DE-1-200365916,110
DE-1-200366120,421
DE-1-200366369,421
DE-1-200366393,110
DE-1-200366542,110
DE-1-200366609,110
DE-1-200366617,421
DE-1-200366674,421
DE-1-200366757,421
DE-1-200465302,110
DE-1-200465484,110
DE-1-200465880,110
DE-1-200465989,421
DE-1-200466029,421
DE-1-200466136,421
DE-1-200466144,421
DE-1-200466292,421
DE-1-200466326,421
DE-1-200466334,110
DE-1-200466359,110
DE-1-200466458,110
DE-1-200565069,110
DE-1-200565077,110
DE-1-200565119,110
DE-1-200565317,421
DE-1-200565424,110
DE-1-200565630,421
DE-1-200565770,110
DE-1-200565838,421
DE-1-200566026,421
DE-1-200566133,110
DE-1-200566539,110
DE-1-200566729,110
DE-1-200621219,110
DE-1-200640466,110
DE-1-200665059,110
DE-1-200665299,110
DE-1-200665505,421
DE-1-200665638,110
DE-1-200665711,421
DE-1-200665802,421
DE-1-200665869,110
DE-1-200665984,421
DE-1-200666115,421
DE-1-200666131,110
DE-1-200666479,110
DE-1-200720532,110
DE-1-200720698,110
DE-1-200720821,110
DE-1-200721928,110
DE-1-200765057,421
DE-1-200765321,110
DE-1-200765594,421
DE-1-200765685,421
DE-1-200765792,110
DE-1-200765925,110
DE-1-200765933,421
DE-1-200765958,421
DE-1-200765990,110
DE-1-200766022,110
DE-1-200766253,421
DE-1-200766295,421
DE-1-200766345,110
DE-1-200766386,421
DE-1-200766410,110
DE-1-200766451,421
DE-1-200766592,421
DE-1-200766667,110
DE-1-200820639,110
DE-1-200820720,110
DE-1-200820738,110
DE-1-200821678,110
DE-1-200865097,421
DE-1-200865121,421
DE-1-200865188,421
DE-1-200865204,421
DE-1-200865394,110
DE-1-200865451,421
DE-1-200865469,110
DE-1-200865477,110
DE-1-200865493,110
DE-1-200865550,110
DE-1-200865782,421
DE-1-200866129,421
DE-1-200866137,421
DE-1-200866194,421
DE-1-200866251,421
DE-1-200866301,110
DE-1-200866640,110
DE-1-200866657,110
DE-1-200866707,110
DE-1-200866723,110
DE-1-200866798,110
DE-1-200866830,110
DE-1-200866871,110
DE-1-200921197,110
DE-1-200921866,110
DE-1-200922310,110
DE-1-200922401,110
DE-1-200922476,110
DE-1-200924779,110
DE-1-200965483,110
DE-1-200965525,110
DE-1-200965590,110
DE-1-200965749,421
DE-1-200965822,421
DE-1-200966390,421
DE-1-200966507,421
DE-1-200966663,421
DE-1-200966671,421
DE-1-200966754,421
DE-1-200966770,110
DE-1-200966838,421
DE-1-200966911,421
DE-1-200967000,421
DE-1-200967083,110
DE-1-200967299,421
DE-1-200967521,110
DE-1-201020023,110
DE-1-201020049,110
DE-1-201020056,110
DE-1-201020072,110
DE-1-201020098,110
DE-1-201020239,110
DE-1-201020338,110
DE-1-201020742,110
DE-1-201021534,110
DE-1-201021955,110
DE-1-201022029,110
DE-1-201022136,110
DE-1-201022201,110
DE-1-201022276,110
DE-1-201022284,110
DE-1-201022623,110
DE-1-201022722,110
DE-1-201052026,110
DE-1-201065218,421
DE-1-201065424,421
DE-1-201065705,421
DE-1-201065895,110
DE-1-201066042,110
DE-1-201066240,110
DE-1-201066257,421
DE-1-201066265,421
DE-1-201066315,421
DE-1-201066414,421
DE-1-201066836,110
DE-1-201066885,421
DE-1-201067206,110
DE-1-201120427,110
DE-1-201120740,110
DE-1-201120914,110
DE-1-201121136,110
DE-1-201121649,110
DE-1-201121821,110
DE-1-201121839,110
DE-1-201121979,110
DE-1-201121995,110
DE-1-201122068,110
DE-1-201122084,110
DE-1-201122100,110
DE-1-201122332,110
DE-1-201122431,110
DE-1-201122480,110
DE-1-201122712,110
DE-1-201122787,110
DE-1-201136613,110
DE-1-201165604,421
DE-1-201165851,110
DE-1-201165869,110
DE-1-201165950,110
DE-1-201165992,421
DE-1-201166065,110
DE-1-201166164,421
DE-1-201166719,421
DE-1-201197599,110
DE-1-201197623,110
DE-1-201197748,110
DE-1-201197755,110
DE-1-201197813,110
DE-1-201197839,110
DE-1-201197870,110
DE-1-201220607,110
DE-1-201220623,110
DE-1-201220789,110
DE-1-201220979,110
DE-1-201221233,110
DE-1-201221308,110
DE-1-201221340,110
DE-1-201221357,110
DE-1-201221431,110
DE-1-201221696,110
DE-1-201221753,110
DE-1-201221787,110
DE-1-201222009,110
DE-1-201222165,110
DE-1-201222942,110
DE-1-201224658,110
DE-1-201224781,110
DE-1-201224856,110
DE-1-201225036,110
DE-1-201225101,110
DE-1-201225184,110
DE-1-201225226,110
DE-1-201236561,110
DE-1-201262567,110
DE-1-201265743,421
DE-1-201266097,421
DE-1-201266188,421
DE-1-201266287,421
DE-1-201266832,110
DE-1-201297563,110
DE-1-201297613,110
DE-1-201297621,110
DE-1-201320365,110
DE-1-201320662,110
DE-1-201320746,110
DE-1-201321157,110
DE-1-201321488,110
DE-1-201321611,110
DE-1-201321629,110
DE-1-201322015,110
DE-1-201322072,110
DE-1-201322080,110
DE-1-201322296,110
DE-1-201322353,110
DE-1-201322361,110
DE-1-201322577,110
DE-1-201322676,110
DE-1-201324573,110
DE-1-201365840,110
DE-1-201366335,421
DE-1-201366392,421
DE-1-201366814,110
DE-1-201366863,421
DE-1-201366996,110
DE-1-201367010,421
DE-1-201397538,110
DE-1-201397694,110
DE-1-201420082,110
DE-1-201420819,110
DE-1-201420868,110
DE-1-201420983,110
DE-1-201421288,110
DE-1-201421387,110
DE-1-201421627,110
DE-1-201422146,110
DE-1-201422203,110
DE-1-201422385,110
DE-1-201422609,110
DE-1-201422625,110
DE-1-201422641,110
DE-1-201422815,110
DE-1-201422914,110
DE-1-201422989,110
DE-1-201424530,110
DE-1-201424670,110
DE-1-201424688,110
DE-1-201424696,110
DE-1-201424944,110
DE-1-201424985,110
DE-1-201425008,110
DE-1-201425073,110
DE-1-201441070,110
DE-1-201441096,110
DE-1-201467489,110
DE-1-201467786,110
DE-1-201468594,110
DE-1-201520261,110
DE-1-201520352,110
DE-1-201520493,110
DE-1-201521012,110
DE-1-201521160,110
DE-1-201521178,110
DE-1-201521285,110
DE-1-201521319,110
DE-1-201521327,110
DE-1-201521806,110
DE-1-201521871,110
DE-1-201521962,110
DE-1-201521970,110
DE-1-201522093,110
DE-1-201522101,110
DE-1-201522176,110
DE-1-201522291,110
DE-1-201522309,110
DE-1-201540665,110
DE-1-201567833,421
DE-1-201567981,421
DE-1-201569219,110
DE-1-201618503,110
DE-1-201620160,110
DE-1-201620186,110
DE-1-201620210,110
DE-1-201620327,110
DE-1-201620483,110
DE-1-201620525,110
DE-1-201620574,110
DE-1-201620715,110
DE-1-201620780,110
DE-1-201621127,110
DE-1-201621176,110
DE-1-201621291,110
DE-1-201621374,110
DE-1-201621424,110
DE-1-201621515,110
DE-1-201621564,110
DE-1-201621622,110
DE-1-201621655,110
DE-1-201622554,110
DE-1-201640705,110
DE-1-201720218,110
DE-1-201720648,110
DE-1-201720846,110
DE-1-201721109,110
DE-1-201721398,110
DE-1-201721505,110
DE-1-201721737,110
DE-1-201722032,110
DE-1-201820240,110
DE-1-201820356,110
DE-1-201820448,110
DE-1-201820463,110
DE-1-201820521,110
DE-1-201820547,110
DE-1-201820661,110
DE-1-201820711,110
DE-1-201820927,110
DE-1-201820935,110
DE-1-201821057,110
DE-1-201821313,110
DE-1-201821768,110
DE-1-201822055,110
DE-1-201822378,110
DE-1-201849512,110
DE-1-201867126,421
DE-1-201901123,110
DE-1-201920131,110
DE-1-201920222,110
DE-1-201920362,110
DE-1-201921410,110
DE-1-201921428,110
DE-1-201923499,110
GB-CHC-1154413-GB-1-CO2000-894,110
GB-CHC-207544-75065,110
GB-CHC-285776-DRC429,110
GB-CHC-285776-DRC430,110
GB-CHC-285776-DRC432,110
GB-CHC-285776-KEN747,110
GB-CHC-285776-UGA356,110
GB-CHC-285776-UGA357,110
GB-CHC-285776-UGA358,110
GB-CHC-285776-ZAM334,110
GB-CHC-285776-ZIM590,110
GB-CHC-285776-ZIM591,110
GB-CHC-285776-ZIM592,110
GB-COH-01926828-ET92UK05UG07,110
GB-COH-01926828-RE12RE13,110
GB-COH-05543952-EMUK10791,110
GB-COH-SC100833-L17-19,110
GB-GOV-10-GRSF,110
GB-GOV-3-CSSF-01-000013,110
GB-GOV-3-CSSF-07-000008,110
GB-GOV-3-Environment-380,110
GB-GOV-3-Environment-AO,110
GB-GOV-3-Environment-AR,110
GB-GOV-3-Environment-CD,110
GB-GOV-3-Environment-MM,110
GB-GOV-3-Environment-MY,110
GB-GOV-3-Environment-PE,110
GB-GOV-3-Environment-RW,110
GB-GOV-3-Environment-SV,110
GB-GOV-3-Environment-TH,110
GB-GOV-3-Environment-VE,110
GB-GOV-3-Environment-ZA,110
GB-GOV-3-Environment-ZW,110
GB-GOV-3-FDEAENV-CD,110
GB-GOV-3-FDEAENV-PE,110
GB-GOV-3-FDEAENV-SV,110
GB-GOV-3-IWT-998,110
GB-GOV-3-IWT-BZ,110
GB-GOV-3-IWT-CN,110
GB-GOV-3-IWT-ID,110
GB-GOV-3-IWT-KH,110
GB-GOV-3-IWT-LA,110
GB-GOV-3-IWT-MM,110
GB-GOV-3-IWT-MN,110
GB-GOV-3-IWT-MY,110
GB-GOV-3-IWT-PH,110
GB-GOV-3-IWT-TH,110
GB-GOV-3-IWT-VN,110
GB-GOV-7-32CPL-00499-KA,110
GB-GOV-7-AQ-ICPVEG001,110
GB-GOV-7-BIOFIN,110
GB-GOV-7-BPF-BCF,110
GB-GOV-7-BPFBlueForests,110
GB-GOV-7-BPFGFCR,110
GB-GOV-7-BPFGPAP,110
GB-GOV-7-BPFORRAA,110
GB-GOV-7-BPFPROB,110
GB-GOV-7-DPS-GBIF,110
GB-GOV-7-DarwinInitiative,110
GB-GOV-7-DarwinPlus,110
GB-GOV-7-EQ,110
GB-GOV-7-GB-GOV-7-EQ,110
GB-GOV-7-GBF-Fund-Investment,110
GB-GOV-7-ICF-P0003-EcoB,110
GB-GOV-7-ICF-P0004-ISFL,110
GB-GOV-7-ICF-P0006-GEF,110
GB-GOV-7-ICF-P0011-RD,110
GB-GOV-7-ICF-PO0010-MADA,110
GB-GOV-7-ICF-PO014-GPS,110
GB-GOV-7-ICF-UNDPCP,110
GB-GOV-7-INTSUB002-CBD,110
GB-GOV-7-INTSUB003-NAG,110
GB-GOV-7-INTSUB004-CART,110
GB-GOV-7-INTSUB005-CITES,110
GB-GOV-7-INTSUB006-CMS,110
GB-GOV-7-INTSUB007-AEWA,110
GB-GOV-7-INTSUB008-IPBES,110
GB-GOV-7-INTSUB009-BAS,110
GB-GOV-7-INTSUB010-MIN,110
GB-GOV-7-IWT-ICCWC,110
GB-GOV-7-IWT-KAZA01,110
GB-GOV-7-IWTChallengeFund,110
GB-GOV-7-MOHC-001,110
GB-GOV-7-NPE,110
GB-GOV-7-PO009-LDN,110
GB-GOV-7-PO020-C4F-Phase-2,110
GB-GOV-7-SUB-AAR,110
GB-GOV-7-SUB-IUCN,110
GB-GOV-7-SUB-RAM,110
GB-GOV-7-TNFD-PO002,110
KR-GOV-010-KR-GOV-051-2016020100221,110
KR-GOV-010-KR-GOV-051-2019010100028,110
KR-GOV-010-KR-GOV-051-2019010100074,110
KR-GOV-010-KR-GOV-051-2019090105262,110
KR-GOV-010-KR-GOV-051-2019090105264,110
KR-GOV-010-KR-GOV-051-2019090105266,110
KR-GOV-010-KR-GOV-051-2019090105268,110
KR-GOV-010-KR-GOV-051-2019090105270,110
KR-GOV-010-KR-GOV-051-2020010100045,110
KR-GOV-010-KR-GOV-051-2020010100082,110
KR-GOV-010-KR-GOV-051-2020010100102,110
KR-GOV-010-KR-GOV-051-2020070100343,110
KR-GOV-010-KR-GOV-051-2020070100353,110
KR-GOV-010-KR-GOV-051-2021010100014,110
KR-GOV-010-KR-GOV-051-2021010100062,110
KR-GOV-010-KR-GOV-051-2021010100070,110
KR-GOV-010-KR-GOV-051-2021010100165,110
KR-GOV-010-KR-GOV-051-2021010100166,110
KR-GOV-010-KR-GOV-051-2021010100178,110
KR-GOV-010-KR-GOV-051-2021010102749,110
KR-GOV-010-KR-GOV-051-2021020100053,110
KR-GOV-010-KR-GOV-051-2021090103407,110
KR-GOV-010-KR-GOV-051-2022010100039,110
KR-GOV-010-KR-GOV-051-2022010100040,110
KR-GOV-010-KR-GOV-051-2022010100058,110
KR-GOV-010-KR-GOV-051-2022010100092,110
KR-GOV-010-KR-GOV-051-2022010100140,110
KR-GOV-010-KR-GOV-051-2022010103004,110
KR-GOV-010-KR-GOV-051-2022040102268,110
KR-GOV-010-KR-GOV-051-2022040102269,110
KR-GOV-010-KR-GOV-051-2022040102270,110
KR-GOV-010-KR-GOV-051-2022090100582,110
KR-GOV-010-KR-GOV-051-2022090100586,110
KR-GOV-010-KR-GOV-051-2022090100590,110
KR-GOV-010-KR-GOV-051-2022090100592,110
KR-GOV-010-KR-GOV-051-2023010100052,110
KR-GOV-010-KR-GOV-051-2023010100065,110
KR-GOV-010-KR-GOV-051-2023010100091,110
KR-GOV-010-KR-GOV-051-2023010100094,110
KR-GOV-010-KR-GOV-051-2023010100098,110
KR-GOV-010-KR-GOV-051-2023010100105,110
KR-GOV-010-KR-GOV-051-2023010100107,110
KR-GOV-010-KR-GOV-051-2023040103023,110
KR-GOV-010-KR-GOV-051-2023040103024,110
KR-GOV-010-KR-GOV-051-2023040103025,110
KR-GOV-010-KR-GOV-051-2023040103027,110
KR-GOV-010-KR-GOV-051-2023040103028,110
KR-GOV-010-KR-GOV-051-2023040103035,110
KR-GOV-010-KR-GOV-051-2023040103037,110
KR-GOV-010-KR-GOV-051-2023040103102,110
KR-GOV-010-KR-GOV-051-2023040103103,110
KR-GOV-010-KR-GOV-051-2023040103104,110
KR-GOV-010-KR-GOV-051-2023040103105,110
KR-GOV-010-KR-GOV-051-2023040103107,110
KR-GOV-010-KR-GOV-051-2023040103108,110
KR-GOV-010-KR-GOV-051-2023040103109,110
KR-GOV-010-KR-GOV-051-2023040103110,110
KR-GOV-010-KR-GOV-051-2023040103111,110
KR-GOV-010-KR-GOV-051-2023040103113,110
KR-GOV-010-KR-GOV-051-2023040103205,110
KR-GOV-010-KR-GOV-051-2023040103208,110
KR-GOV-010-KR-GOV-051-2023040103209,110
KR-GOV-010-KR-GOV-051-2023070100145,110
KR-GOV-010-KR-GOV-051-2023070100524,110
KR-GOV-010-KR-GOV-051-2023070100971,110
KR-GOV-010-KR-GOV-051-2023070102163,110
KR-GOV-010-KR-GOV-051-2023070102370,110
KR-GOV-010-KR-GOV-051-2023070103443,110
KR-GOV-010-KR-GOV-051-2024010100028,110
KR-GOV-010-KR-GOV-051-2024010100052,110
KR-GOV-010-KR-GOV-051-2024010100059,110
KR-GOV-010-KR-GOV-051-2024010100093,110
KR-GOV-010-KR-GOV-051-2024010100098,110
KR-GOV-010-KR-GOV-051-2024010100107,110
KR-GOV-010-KR-GOV-051-2024010100121,110
KR-GOV-010-KR-GOV-051-2024010100125,110
KR-GOV-010-KR-GOV-051-2024010100127,110
KR-GOV-010-KR-GOV-051-2024010100133,110
KR-GOV-010-KR-GOV-051-2024010100138,110
KR-GOV-010-KR-GOV-051-2024020103363,110
KR-GOV-010-KR-GOV-051-2024020103386,110
KR-GOV-010-KR-GOV-051-2024020103551,110
KR-GOV-010-KR-GOV-051-2024040103054,110
KR-GOV-010-KR-GOV-051-2024040103057,110
KR-GOV-010-KR-GOV-051-2024040103058,110
KR-GOV-010-KR-GOV-051-2024040103062,110
KR-GOV-010-KR-GOV-051-2024040103067,110
KR-GOV-010-KR-GOV-051-2024040103070,110
KR-GOV-010-KR-GOV-051-2024040103084,110
KR-GOV-010-KR-GOV-051-2024040103085,110
KR-GOV-010-KR-GOV-051-2024040103086,110
KR-GOV-010-KR-GOV-051-2024040103087,110
KR-GOV-010-KR-GOV-051-2024040103088,110
KR-GOV-010-KR-GOV-051-2024040103089,110
KR-GOV-010-KR-GOV-051-2024040103090,110
KR-GOV-010-KR-GOV-051-2024040103091,110
KR-GOV-010-KR-GOV-051-2024040103092,110
KR-GOV-010-KR-GOV-051-2024040103093,110
KR-GOV-010-KR-GOV-051-2024050101018,110
KR-GOV-010-KR-GOV-051-2024070100533,110
KR-GOV-010-KR-GOV-051-2024070103762,110
KR-GOV-010-KR-GOV-051-2025010100049,110
KR-GOV-010-KR-GOV-051-2025010100071,110
KR-GOV-010-KR-GOV-051-2025010100091,110
KR-GOV-010-KR-GOV-051-2025010100096,110
KR-GOV-010-KR-GOV-051-2025010100132,110
KR-GOV-010-KR-GOV-051-2025010100136,110
KR-GOV-010-KR-GOV-051-2025010100138,110
KR-GOV-010-KR-GOV-051-2025010100195,110
KR-GOV-010-KR-GOV-051-2025030101849,110
KR-GOV-010-KR-GOV-051-2025030101884,110
KR-GOV-010-KR-GOV-051-2025030101933,110
KR-GOV-010-KR-GOV-051-2025030402020,110
KR-GOV-010-KR-GOV-051-2025030602824,110
KR-GOV-010-KR-GOV-051-2025030602828,110
KR-GOV-010-KR-GOV-051-2025030701685,110
KR-GOV-010-KR-GOV-051-2025030701761,110
KR-GOV-010-KR-GOV-051-2025030701780,110
KR-GOV-010-KR-GOV-051-2025030701815,110
KR-GOV-010-KR-GOV-051-2025040102155,110
KR-GOV-010-KR-GOV-051-2025040102156,110
KR-GOV-010-KR-GOV-051-2025040102157,110
KR-GOV-010-KR-GOV-051-2025040102158,110
KR-GOV-010-KR-GOV-051-2025040102159,110
KR-GOV-010-KR-GOV-051-2025040102192,110
KR-GOV-010-KR-GOV-051-2025040102193,110
KR-GOV-010-KR-GOV-051-2025040102194,110
KR-GOV-010-KR-GOV-051-2025040102195,110
KR-GOV-010-KR-GOV-051-2025040102202,110
KR-GOV-010-KR-GOV-051-2025040102319,110
KR-GOV-010-KR-GOV-051-2025040102359,110
KR-GOV-010-KR-GOV-051-2025040102360,110
KR-GOV-010-KR-GOV-051-2025040102361,110
KR-GOV-010-KR-GOV-051-2025040102362,110
KR-GOV-010-KR-GOV-051-2025040102363,110
KR-GOV-010-KR-GOV-051-2025040102510,110
KR-GOV-010-KR-GOV-051-2025040102515,110
KR-GOV-010-KR-GOV-051-2025040102516,110
KR-GOV-010-KR-GOV-051-2025040102517,110
KR-GOV-010-KR-GOV-051-2025040102518,110
KR-GOV-010-KR-GOV-051-2025040102519,110
KR-GOV-010-KR-GOV-051-2025040102584,110
KR-GOV-010-KR-GOV-051-2025050101531,110
KR-GOV-010-KR-GOV-051-2025050101533,110
KR-GOV-010-KR-GOV-051-2025070100253,110
KR-GOV-010-KR-GOV-051-2025070100822,110
KR-GOV-010-KR-GOV-051-2025070101034,110
KR-GOV-010-KR-GOV-051-2025070101137,110
MZ-NUIT-700179850-PLAMA-EKN-(2017-2022),110
MZ-NUIT-700179850-XM-DAC-7-PPR-4000001027,110
NI-MIGOB-3602-GAGGA,110
NL-KVK-09098104-XM-DAC-7-PPR-4000000978,110
NL-KVK-27367015-UDW-CWoK,110
NL-KVK-27378529-ENDEV42305,110
NL-KVK-27378529-FDW12MW01,110
NL-KVK-34271281-0055,110
NL-KVK-40530467-Atewa-Lifeline,110
NL-KVK-40530467-GLA,110
NL-KVK-40530467-GLA-AC,110
NL-KVK-40530467-GLA-FLG,110
NL-KVK-40530467-GLA-GH,110
NL-KVK-40530467-GLA-ID,110
NL-KVK-40530467-GLA-JET,110
NL-KVK-40530467-GLA-LR,110
NL-KVK-40530467-GLA-PH,110
NL-KVK-40530467-GLA-UG,110
NL-KVK-41009723-COD2107,110
NL-KVK-41150085-OKP-ICP-103150,110
NL-KVK-41150085-OKP-ICP-103455,110
NL-KVK-41155305-WL,110
NL-KVK-41177588-201590_201639,110
NL-KVK-41185216-CR,110
NL-KVK-41185216-CR_SEAcoaching,110
NL-KVK-41185216-CR_awarenesscommitment,110
NL-KVK-41185216-CR_highereducation,110
NL-KVK-41185216-CR_independentadvice,110
NL-KVK-41185216-CR_organisationalcapacity,110
NL-KVK-41185216-CR_professionalexchange,110
NL-KVK-41185216-CR_reconnaissance,110
NL-KVK-41185216-CR_regulatoryframework,110
NL-KVK-41185216-CR_systemmonitoring,110
NL-KVK-41198677-AFGO_FUND-NL-1-PPR-27552,110
NL-KVK-53521129-XM-DAC-7-PPR-4000003277,110
NL-KvK-41151952-E17NL,110
NZ-1-ACT-0101031,110
NZ-1-ACT-0101273,110
NZ-1-ACT-0A10865,110
NZ-1-ACT-0A10921,110
NZ-1-ACT-0A11771,110
NZ-1-ACT-0A11917,110
RW-RRA-103197639-RW-RRA-103197639-4000004257,2
US-DOS-64562614-XM-DAC-7-PPR-29032,110
US-DOS-64562614-XM-DAC-7-PPR-29032-1,110
US-EIN-45-2796201-0068,110
US-EIN-522112460-8510,110
US-EIN-58-2368165-XM-DAC-7-PPR-4000002627,110
XI-IATI-EC_INTPA-2011-ACT-D-23162-01,110
XI-IATI-EC_INTPA-2012-ACT-D-23898-00,110
XI-IATI-EC_INTPA-2013-ACT-D-24318-00,110
XI-IATI-EC_INTPA-2013-ACT-D-24595-01,110
XI-IATI-EC_INTPA-2016-ACT-D-37432-00,110
XI-IATI-EC_INTPA-2016-ACT-D-38238-00,110
XI-IATI-EC_INTPA-2017-ACT-D-39161-00,110
XI-IATI-EC_INTPA-2017-ACT-D-40082-00,110
XI-IATI-EC_INTPA-2018-ACT-D-39163-00,110
